Date,Account name,Campaign name,Campaign objective,Ad set name,Ad name,Daily budget,Cost,Impressions,Reach,Frequency,Link clicks,Link CTR,CPM,Cost per link click,Purchases,Purchase conversion value,ROAS
2026-03-23,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,126.42,8143,5043,1.61,66,0.812,15.53,1.91,1,78.43,0.62
2026-03-23,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,110.51,7128,4963,1.44,58,0.813,15.5,1.91,1,73.47,0.66
2026-03-23,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,103.53,7977,4159,1.92,95,1.19,12.98,1.09,3,159.08,1.54
2026-03-23,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,82.29,6431,3044,2.11,70,1.084,12.8,1.18,2,114.89,1.4
2026-03-24,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,179.7,11163,6324,1.77,215,1.93,16.1,0.83,7,472.71,2.63
2026-03-24,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,117.68,7737,5272,1.47,107,1.386,15.21,1.1,4,279.5,2.38
2026-03-24,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,138.52,9413,5404,1.74,122,1.299,14.72,1.13,4,267.77,1.93
2026-03-24,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,40.46,2966,2244,1.32,56,1.894,13.64,0.72,3,173.97,4.3
2026-03-24,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,90.15,5877,2610,2.25,73,1.249,15.34,1.23,3,157.84,1.75
2026-03-24,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,170.03,10109,4133,2.45,287,2.84,16.82,0.59,13,913.2,5.37
2026-03-24,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,108.49,7045,3352,2.1,180,2.549,15.4,0.6,6,430.7,3.97
2026-03-24,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,131.15,8836,5706,1.55,71,0.804,14.84,1.85,1,71.54,0.55
2026-03-24,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,102.09,6562,5002,1.31,62,0.948,15.56,1.64,1,73.05,0.72
2026-03-24,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,108.6,8348,4204,1.99,91,1.089,13.01,1.19,3,158.64,1.46
2026-03-24,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,78.63,5431,2677,2.03,59,1.081,14.48,1.34,2,107.78,1.37
2026-03-25,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,185.7,10269,5307,1.94,161,1.566,18.08,1.16,9,513.79,2.77
2026-03-25,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,130.45,7782,5551,1.4,109,1.394,16.76,1.2,6,339.44,2.6
2026-03-25,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,142.2,8742,5237,1.67,104,1.184,16.27,1.37,4,304.62,2.14
2026-03-25,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,40.03,2748,1982,1.39,64,2.342,14.57,0.62,3,176.96,4.42
2026-03-25,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,98.34,5676,2872,1.98,67,1.186,17.32,1.46,3,173.93,1.77
2026-03-25,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,188.94,11511,4534,2.54,338,2.935,16.41,0.56,14,1063.53,5.63
2026-03-25,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,106.76,6824,3210,2.13,169,2.472,15.64,0.63,6,424.16,3.97
2026-03-25,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,131.55,8358,5569,1.5,74,0.888,15.74,1.77,1,82.0,0.62
2026-03-25,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,101.54,6909,4880,1.42,62,0.896,14.7,1.64,1,73.45,0.72
2026-03-25,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,104.96,7511,3745,2.01,78,1.043,13.97,1.34,2,156.0,1.49
2026-03-25,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,72.4,5657,2971,1.9,59,1.041,12.8,1.23,2,98.84,1.37
2026-03-26,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,172.32,10611,5230,2.03,195,1.836,16.24,0.88,6,448.68,2.6
2026-03-26,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,108.78,6507,4389,1.48,82,1.266,16.72,1.32,4,273.57,2.51
2026-03-26,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,146.79,9256,5208,1.78,113,1.218,15.86,1.3,5,326.68,2.23
2026-03-26,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,41.32,2604,1866,1.39,53,2.043,15.87,0.78,3,190.04,4.6
2026-03-26,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,90.94,6115,2857,2.14,69,1.128,14.87,1.32,2,172.89,1.9
2026-03-26,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,191.88,10604,4316,2.46,311,2.938,18.1,0.62,17,1089.01,5.68
2026-03-26,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,106.15,6181,2905,2.13,165,2.667,17.17,0.64,6,407.14,3.84
2026-03-26,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,112.49,7714,5245,1.47,62,0.803,14.58,1.82,1,66.53,0.59
2026-03-26,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,101.86,6671,4897,1.36,57,0.847,15.27,1.8,1,74.29,0.73
2026-03-26,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,93.07,7222,3555,2.03,71,0.981,12.89,1.31,2,133.32,1.43
2026-03-26,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,79.85,5811,2779,2.09,56,0.966,13.74,1.42,2,100.02,1.25
2026-03-27,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,168.62,10671,5401,1.98,179,1.681,15.8,0.94,8,455.25,2.7
2026-03-27,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,113.31,7453,5445,1.37,100,1.344,15.2,1.13,4,256.63,2.26
2026-03-27,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,140.85,8300,4533,1.83,116,1.401,16.97,1.21,4,266.73,1.89
2026-03-27,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,39.57,2499,1886,1.33,54,2.157,15.83,0.73,3,181.43,4.59
2026-03-27,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,86.78,5039,2444,2.06,67,1.328,17.22,1.3,3,157.46,1.81
2026-03-27,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,194.81,10901,4332,2.52,296,2.716,17.87,0.66,19,1040.51,5.34
2026-03-27,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,112.28,7173,3042,2.36,173,2.408,15.65,0.65,6,429.74,3.83
2026-03-27,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,120.91,8522,5531,1.54,61,0.717,14.19,1.98,1,76.52,0.63
2026-03-27,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,108.33,7668,5305,1.45,70,0.908,14.13,1.56,1,83.06,0.77
2026-03-27,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,102.93,7243,4035,1.79,84,1.165,14.21,1.22,2,142.93,1.39
2026-03-27,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,73.4,5813,2880,2.02,62,1.071,12.63,1.18,2,96.85,1.32
2026-03-28,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,150.75,9011,4474,2.01,154,1.713,16.73,0.98,5,360.22,2.39
2026-03-28,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,106.34,6519,4473,1.46,94,1.44,16.31,1.13,4,259.58,2.44
2026-03-28,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,112.67,6700,3768,1.78,79,1.177,16.82,1.43,4,227.2,2.02
2026-03-28,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,37.07,2515,1886,1.33,51,2.047,14.74,0.72,2,154.87,4.18
2026-03-28,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,73.44,4624,2186,2.12,59,1.286,15.88,1.24,2,144.36,1.97
2026-03-28,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,164.02,9041,3634,2.49,271,2.998,18.14,0.61,12,863.22,5.26
2026-03-28,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,92.5,5563,2746,2.03,121,2.183,16.63,0.76,6,386.58,4.18
2026-03-28,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,115.04,7702,4823,1.6,65,0.848,14.94,1.76,1,66.87,0.58
2026-03-28,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,99.63,6585,4923,1.34,54,0.827,15.13,1.83,1,74.41,0.75
2026-03-28,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,82.39,5915,2948,2.01,71,1.193,13.93,1.17,2,125.32,1.52
2026-03-28,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,69.85,5092,2735,1.86,48,0.95,13.72,1.44,1,83.51,1.2
2026-03-29,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,157.99,9499,4478,2.12,142,1.496,16.63,1.11,6,379.38,2.4
2026-03-29,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,114.05,7358,5159,1.43,102,1.383,15.5,1.12,4,263.08,2.31
2026-03-29,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,124.82,8098,4819,1.68,101,1.243,15.41,1.24,4,236.15,1.89
2026-03-29,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,33.24,2148,1567,1.37,44,2.068,15.47,0.75,2,129.4,3.89
2026-03-29,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,85.19,5297,2603,2.03,61,1.159,16.08,1.39,3,154.92,1.82
2026-03-29,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,161.78,9006,3982,2.26,274,3.041,17.96,0.59,15,880.35,5.44
2026-03-29,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,98.59,6410,3157,2.03,138,2.155,15.38,0.71,7,404.81,4.11
2026-03-29,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,107.33,7061,4420,1.6,58,0.817,15.2,1.86,1,65.06,0.61
2026-03-29,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,106.46,7075,5164,1.37,68,0.959,15.05,1.57,1,70.39,0.66
2026-03-29,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,92.1,7162,3763,1.9,78,1.091,12.86,1.18,2,126.28,1.37
2026-03-29,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,72.69,5054,2482,2.04,54,1.074,14.38,1.34,1,88.18,1.21
2026-03-30,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,178.06,10941,5073,2.16,197,1.799,16.27,0.9,7,501.41,2.82
2026-03-30,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,119.6,7656,5479,1.4,100,1.306,15.62,1.2,4,261.95,2.19
2026-03-30,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,127.2,8463,5091,1.66,121,1.427,15.03,1.05,4,265.5,2.09
2026-03-30,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,36.37,2264,1687,1.34,46,2.011,16.06,0.8,2,153.41,4.22
2026-03-30,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,96.03,6162,3096,1.99,75,1.213,15.58,1.28,3,178.16,1.86
2026-03-30,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,185.52,10327,4390,2.35,290,2.811,17.96,0.64,17,1083.4,5.84
2026-03-30,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,100.94,5772,2631,2.19,138,2.392,17.49,0.73,6,422.48,4.19
2026-03-30,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,111.34,7613,4962,1.53,55,0.719,14.62,2.03,1,62.95,0.57
2026-03-30,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,106.97,6832,5100,1.34,56,0.818,15.66,1.92,1,79.54,0.74
2026-03-30,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,99.63,7506,4177,1.8,77,1.024,13.27,1.3,3,148.78,1.49
2026-03-30,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,72.69,5268,2580,2.04,48,0.919,13.8,1.5,1,85.79,1.18
2026-03-31,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,164.01,9910,4321,2.29,147,1.482,16.55,1.12,6,424.87,2.59
2026-03-31,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,108.45,6548,4845,1.35,95,1.454,16.56,1.14,4,238.71,2.2
2026-03-31,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,153.8,9201,5141,1.79,110,1.197,16.71,1.4,5,329.49,2.14
2026-03-31,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,42.56,3003,2401,1.25,65,2.18,14.17,0.65,3,186.78,4.39
2026-03-31,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,89.16,5421,2629,2.06,61,1.122,16.45,1.47,2,147.93,1.66
2026-03-31,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,192.95,11298,4987,2.27,310,2.746,17.08,0.62,15,957.78,4.96
2026-03-31,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,106.39,6947,3156,2.2,178,2.564,15.31,0.6,6,402.82,3.79
2026-03-31,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,111.13,7068,4431,1.6,61,0.863,15.72,1.82,1,70.34,0.63
2026-03-31,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,110.48,7449,5295,1.41,60,0.801,14.83,1.85,1,73.16,0.66
2026-03-31,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,105.79,8088,4099,1.97,91,1.124,13.08,1.16,2,155.85,1.47
2026-03-31,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,73.56,5723,2990,1.91,57,0.995,12.85,1.29,2,102.5,1.39
2026-04-01,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,193.56,11370,5069,2.24,167,1.469,17.02,1.16,8,512.94,2.65
2026-04-01,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,110.83,7512,5209,1.44,109,1.452,14.75,1.02,4,256.19,2.31
2026-04-01,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,130.33,8052,4482,1.8,98,1.223,16.19,1.32,4,269.52,2.07
2026-04-01,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,38.2,2484,1938,1.28,55,2.229,15.38,0.69,3,169.57,4.44
2026-04-01,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,87.66,5354,2631,2.04,60,1.129,16.37,1.45,2,152.88,1.74
2026-04-01,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,188.49,10440,4184,2.5,303,2.907,18.05,0.62,15,1006.96,5.34
2026-04-01,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,96.97,6139,2865,2.14,144,2.343,15.79,0.67,6,401.58,4.14
2026-04-01,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,124.96,8534,6179,1.38,76,0.889,14.64,1.65,1,68.85,0.55
2026-04-01,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,119.37,7955,5947,1.34,64,0.806,15.01,1.86,1,76.54,0.64
2026-04-01,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,97.69,6792,3563,1.91,77,1.13,14.38,1.27,2,142.55,1.46
2026-04-01,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,87.13,6064,3062,1.98,63,1.034,14.37,1.39,2,106.51,1.22
2026-04-02,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,190.94,11404,5093,2.24,159,1.393,16.74,1.2,8,473.12,2.48
2026-04-02,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,112.07,7550,5862,1.29,99,1.312,14.84,1.13,3,250.54,2.24
2026-04-02,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,147.83,9570,5553,1.72,121,1.267,15.45,1.22,4,311.55,2.11
2026-04-02,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,36.55,2614,1910,1.37,52,1.991,13.98,0.7,3,166.25,4.55
2026-04-02,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,98.34,6277,3143,2.0,77,1.231,15.67,1.27,3,192.22,1.95
2026-04-02,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,171.4,10173,4550,2.24,258,2.536,16.85,0.66,12,887.47,5.18
2026-04-02,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,110.3,6204,2686,2.31,162,2.617,17.78,0.68,7,459.01,4.16
2026-04-02,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,131.19,8379,5365,1.56,71,0.852,15.66,1.84,1,85.97,0.66
2026-04-02,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,109.14,7092,5397,1.31,57,0.798,15.39,1.93,1,69.79,0.64
2026-04-02,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,109.88,7998,4337,1.84,82,1.029,13.74,1.34,3,167.85,1.53
2026-04-02,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,72.16,5008,2678,1.87,47,0.94,14.41,1.53,1,97.06,1.35
2026-04-03,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,164.74,8857,4054,2.18,137,1.542,18.6,1.21,7,432.77,2.63
2026-04-03,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,130.73,7913,5653,1.4,122,1.538,16.52,1.07,4,294.91,2.26
2026-04-03,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,150.44,9967,6108,1.63,120,1.207,15.09,1.25,6,323.41,2.15
2026-04-03,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,36.85,2305,1728,1.33,50,2.189,15.99,0.73,2,158.31,4.3
2026-04-03,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,90.75,6021,2813,2.14,72,1.195,15.07,1.26,2,163.09,1.8
2026-04-03,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,194.29,10717,4144,2.59,299,2.794,18.13,0.65,19,1136.47,5.85
2026-04-03,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,98.22,5850,2538,2.31,125,2.143,16.79,0.78,6,400.95,4.08
2026-04-03,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,120.06,7872,5536,1.42,66,0.836,15.25,1.82,1,78.9,0.66
2026-04-03,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,109.12,6971,5221,1.34,55,0.795,15.65,1.97,1,77.62,0.71
2026-04-03,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,102.26,7951,4368,1.82,88,1.113,12.86,1.16,2,142.34,1.39
2026-04-03,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,77.85,5686,2754,2.06,53,0.931,13.69,1.47,1,98.63,1.27
2026-04-04,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,151.42,9141,3977,2.3,128,1.397,16.56,1.19,6,343.68,2.27
2026-04-04,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,100.74,6547,4767,1.37,90,1.377,15.39,1.12,3,224.65,2.23
2026-04-04,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,114.56,6890,4053,1.7,83,1.199,16.63,1.39,4,264.43,2.31
2026-04-04,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,35.32,2275,1808,1.26,51,2.244,15.52,0.69,2,150.19,4.25
2026-04-04,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,77.59,4625,2097,2.21,50,1.073,16.78,1.56,2,139.01,1.79
2026-04-04,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,156.81,9399,3879,2.42,254,2.707,16.68,0.62,15,919.92,5.87
2026-04-04,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,82.73,5305,2245,2.36,139,2.612,15.6,0.6,5,318.77,3.85
2026-04-04,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,108.75,7387,5041,1.47,63,0.854,14.72,1.72,1,67.51,0.62
2026-04-04,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,101.38,6274,4640,1.35,55,0.874,16.16,1.85,1,72.83,0.72
2026-04-04,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,82.15,5848,3014,1.94,62,1.057,14.05,1.33,2,116.66,1.42
2026-04-04,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,64.36,4963,2556,1.94,46,0.935,12.97,1.39,1,80.18,1.25
2026-04-05,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,162.98,9656,3960,2.44,144,1.494,16.88,1.13,6,374.9,2.3
2026-04-05,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,115.43,7277,5627,1.29,94,1.294,15.86,1.23,4,289.66,2.51
2026-04-05,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,134.05,8185,5086,1.61,96,1.169,16.38,1.4,5,259.16,1.93
2026-04-05,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,37.87,2503,1958,1.28,47,1.861,15.13,0.81,3,167.47,4.42
2026-04-05,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,75.44,4899,2197,2.23,61,1.245,15.4,1.24,2,130.61,1.73
2026-04-05,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,151.56,8659,3423,2.53,221,2.552,17.5,0.69,11,741.27,4.89
2026-04-05,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,98.12,6074,2566,2.37,145,2.386,16.15,0.68,7,405.54,4.13
2026-04-05,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,104.44,6248,4392,1.42,52,0.838,16.72,1.99,1,63.88,0.61
2026-04-05,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,99.43,6464,4517,1.43,59,0.905,15.38,1.7,1,66.95,0.67
